token	tag
Sorrowfully	RB
Dorothy	NNP
left	VBD
the	DT
Throne	NNP
Room	NNP
and	CC
went	VBD
back	RB
where	WRB
the	DT
Lion	NNP
and	CC
the	DT
Scarecrow	NNP
and	CC
the	DT
Tin	NNP
Woodman	NNP
were	VBD
waiting	VBG
to	TO
hear	VB
what	WP
Oz	NNP
had	VBD
said	VBN
to	IN
her.	PRP
"There	``
is	VBZ
no	DT
hope	NN
for	IN
me,"	PRP
she	PRP
said,	VBD
sadly,	,
"for	''
Oz	NNP
will	MD
not	RB
send	VB
me	PRP
home	RB
until	IN
I	PRP
have	VBP
killed	VBN
the	DT
Wicked	NNP
Witch	NNP
of	IN
the	DT
West;	NNP
and	CC
that	WDT
I	PRP
can	MD
never	RB
do."	VB
Her	PRP$
friends	NNS
were	VBD
sorry,	JJ
but	CC
could	MD
do	VB
nothing	NN
to	TO
help	VB
her;	PRP
so	RB
she	PRP
went	VBD
to	IN
her	PRP$
own	JJ
room	NN
and	CC
lay	VBD
down	RP
on	IN
the	DT
bed	NN
and	CC
cried	VBD
herself	PRP
to	IN
sleep.	NN
The	DT
next	JJ
morning	NN
the	DT
soldier	NN
with	IN
the	DT
green	JJ
whiskers	NNS
came	VBD
to	IN
the	DT
Scarecrow	NNP
and	CC
said,	VBD
"Come	``
with	IN
me,	PRP
for	IN
Oz	NNP
has	VBZ
sent	VBN
for	IN
you."	PRP
So	RB
the	DT
Scarecrow	NNP
followed	VBD
him	PRP
and	CC
was	VBD
admitted	VBN
into	IN
the	DT
great	JJ
Throne	NNP
Room,	NNP
where	WRB
he	PRP
saw,	VBD
sitting	VBG
in	IN
the	DT
emerald	JJ
throne,	NN
a	DT
most	RBS
lovely	JJ
lady.	NN
She	PRP
was	VBD
dressed	JJ
in	IN
green	JJ
silk	NN
gauze	NN
and	CC
wore	VBD
upon	IN
her	PRP$
flowing	JJ
green	JJ
locks	NNS
a	DT
crown	NN
of	IN
jewels.	NN
Growing	VBG
from	IN
her	PRP$
shoulders	NNS
were	VBD
wings,	NNS
gorgeous	JJ
in	IN
color	NN
and	CC
so	RB
light	JJ
that	IN
they	PRP
fluttered	VBD
if	IN
the	DT
slightest	JJS
breath	NN
of	IN
air	NN
reached	VBD
them.	PRP
When	WRB
the	DT
Scarecrow	NNP
had	VBD
bowed,	VBN
as	RB
prettily	RB
as	IN
his	PRP$
straw	NN
stuffing	NN
would	MD
let	VB
him,	NN
before	IN
this	DT
beautiful	JJ
creature,	NN
she	PRP
looked	VBD
upon	IN
him	PRP
sweetly,	RB
and	CC
said,	VBD
"I	``
am	VBP
Oz,	NNP
the	DT
Great	JJ
and	CC
Terrible.	NNP
Who	WP
are	VBP
you,	PRP
and	CC
why	WRB
do	VBP
you	PRP
seek	VB
me?"	NN
Now	UH
the	DT
Scarecrow,	NNP
who	WP
had	VBD
expected	VBN
to	TO
see	VB
the	DT
great	JJ
Head	NNP
Dorothy	NNP
had	VBD
told	VBD
him	PRP
of,	RB
was	VBD
much	RB
astonished;	JJ
but	CC
he	PRP
answered	VBD
her	PRP
bravely.	NN
"I	``
am	VBP
only	RB
a	DT
Scarecrow,	NNP
stuffed	VBN
with	IN
straw.	NN
Therefore	RB
I	PRP
have	VBP
no	DT
brains,	NN
and	CC
I	PRP
come	VBP
to	IN
you	PRP
praying	VBG
that	IN
you	PRP
will	MD
put	VB
brains	NNS
in	IN
my	PRP$
head	NN
instead	RB
of	IN
straw,	NN
so	IN
that	IN
I	PRP
may	MD
become	VB
as	RB
much	JJ
a	DT
man	NN
as	IN
any	DT
other	JJ
in	IN
your	PRP$
dominions."	NN
"Why	UH
should	MD
I	PRP
do	VB
this	DT
for	IN
you?"	PRP
asked	VBD
the	DT
lady.	NN
"Because	IN
you	PRP
are	VBP
wise	JJ
and	CC
powerful,	JJ
and	CC
no	DT
one	NN
else	RB
can	MD
help	VB
me,"	PRP
answered	VBD
the	DT
Scarecrow.	NNP
"I	``
never	RB
grant	VBP
favors	NNS
without	IN
some	DT
return,"	NN
said	VBD
Oz;	NNP
"but	``
this	DT
much	JJ
I	PRP
will	MD
promise.	VB
If	IN
you	PRP
will	MD
kill	VB
for	IN
me	PRP
the	DT
Wicked	NNP
Witch	NNP
of	IN
the	DT
West	NNP
I	PRP
will	MD
bestow	VB
upon	IN
you	PRP
a	DT
great	RB
many	JJ
brains,	NN
and	CC
such	JJ
good	JJ
brains	NNS
that	IN
you	PRP
will	MD
be	VB
the	DT
wisest	JJS
man	NN
in	IN
all	PDT
the	DT
Land	NNP
of	IN
Oz."	NNP
"I	``
thought	VBD
you	PRP
asked	VBD
Dorothy	NNP
to	TO
kill	VB
the	DT
Witch,"	NNP
said,	VBD
the	DT
Scarecrow,	NNP
in	IN
surprise.	NN
"So	``
I	PRP
did.	VBD
I	PRP
don't	VBP
care	VB
who	WP
kills	VBZ
her.	NNP
But	CC
until	IN
she	PRP
is	VBZ
dead	JJ
I	PRP
will	MD
not	RB
grant	VB
your	PRP$
wish.	NN
Now	UH
go,	,
and	CC
do	VBP
not	RB
seek	VB
me	PRP
again	RB
until	IN
you	PRP
have	VBP
earned	VBN
the	DT
brains	NNS
you	PRP
so	RB
greatly	RB
desire."	``
The	DT
Scarecrow	NNP
went	VBD
sorrowfully	RB
back	RB
to	IN
his	PRP$
friends	NNS
and	CC
told	VBD
them	PRP
what	WP
Oz	NNP
had	VBD
said;	VBN
and	CC
Dorothy	NNP
was	VBD
surprised	JJ
to	TO
find	VB
that	IN
the	DT
great	JJ
Wizard	NNP
was	VBD
not	RB
a	DT
Head,	NNP
as	IN
she	PRP
had	VBD
seen	VBN
him,	PRP
but	CC
a	DT
lovely	JJ
lady.	NN
"All	``
the	DT
same,"	JJ
said	VBD
the	DT
Scarecrow,	NNP
"she	''
needs	VBZ
a	DT
heart	NN
as	RB
much	RB
as	IN
the	DT
Tin	NNP
Woodman."	NNP
On	IN
the	DT
next	JJ
morning	NN
the	DT
soldier	NN
with	IN
the	DT
green	JJ
whiskers	NNS
came	VBD
to	IN
the	DT
Tin	NNP
Woodman	NNP
and	CC
said,	VBD
"Oz	``
has	VBZ
sent	VBN
for	IN
you.	PRP
Follow	VB
me,"	NN
So	RB
the	DT
Tin	NNP
Woodman	NNP
followed	VBD
him	PRP
and	CC
came	VBD
to	IN
the	DT
great	JJ
Throne	NNP
Room.	NNP
He	PRP
did	VBD
not	RB
know	VB
whether	IN
he	PRP
would	MD
find	VB
Oz	NNP
a	DT
lovely	JJ
lady	NN
or	CC
a	DT
Head,	NNP
but	CC
he	PRP
hoped	VBD
it	PRP
would	MD
be	VB
the	DT
lovely	JJ
lady.	NN
"For,"	``
he	PRP
said	VBD
to	IN
himself,	PRP
"if	IN
it	PRP
is	VBZ
the	DT
Head,	NNP
I	PRP
am	VBP
sure	JJ
I	PRP
shall	MD
not	RB
be	VB
given	VBN
a	DT
heart,	NN
since	IN
a	DT
head	NN
has	VBZ
no	DT
heart	NN
of	IN
its	PRP$
own	JJ
and	CC
therefore	RB
cannot	MD
feel	VB
for	IN
me.	PRP
But	CC
if	IN
it	PRP
is	VBZ
the	DT
lovely	JJ
lady	NN
I	PRP
shall	MD
beg	VB
hard	RB
for	IN
a	DT
heart,	NN
for	IN
all	DT
ladies	NNS
are	VBP
themselves	PRP
said	VBN
to	TO
be	VB
kindly	RB
hearted."	JJ
But	CC
when	WRB
the	DT
Woodman	NNP
entered	VBD
the	DT
great	JJ
Throne	NNP
Room	NNP
he	PRP
saw	VBD
neither	CC
the	DT
Head	NNP
nor	CC
the	DT
Lady,	NNP
for	IN
Oz	NNP
had	VBD
taken	VBN
the	DT
shape	NN
of	IN
a	DT
most	RBS
terrible	JJ
Beast.	NNP
It	PRP
was	VBD
nearly	RB
as	RB
big	JJ
as	IN
an	DT
elephant,	NN
and	CC
the	DT
green	JJ
throne	NN
seemed	VBD
hardly	RB
strong	JJ
enough	RB
to	TO
hold	VB
its	PRP$
weight.	NN
The	DT
Beast	NNP
had	VBD
a	DT
head	NN
like	IN
that	DT
of	IN
a	DT
rhinoceros,	NN
only	RB
there	EX
were	VBD
five	CD
eyes	NNS
in	IN
its	PRP$
face.	NN
There	EX
were	VBD
five	CD
long	JJ
arms	NNS
growing	VBG
out	IN
of	IN
its	PRP$
body	NN
and	CC
it	PRP
also	RB
had	VBD
five	CD
long,	JJ
slim	JJ
legs.	NN
Thick,	RB
woolly	JJ
hair	NN
covered	VBD
every	DT
part	NN
of	IN
it,	PRP
and	CC
a	DT
more	RBR
dreadful	JJ
looking	VBG
monster	NN
could	MD
not	RB
be	VB
imagined.	VBN
It	PRP
was	VBD
fortunate	JJ
the	DT
Tin	NNP
Woodman	NNP
had	VBD
no	DT
heart	NN
at	IN
that	DT
moment,	NN
for	IN
it	PRP
would	MD
have	VB
beat	VBN
loud	JJ
and	CC
fast	RB
from	IN
terror.	NN
But	CC
being	VBG
only	RB
tin,	JJ
the	DT
Woodman	NNP
was	VBD
not	RB
at	RB
all	RB
afraid,	JJ
although	IN
he	PRP
was	VBD
much	RB
disappointed.	JJ
"I	``
am	VBP
Oz,	NNP
the	DT
Great	JJ
and	CC
Terrible,"	JJ
spake	NN
the	DT
Beast,	NNP
in	IN
a	DT
voice	NN
that	WDT
was	VBD
one	CD
great	JJ
roar.	NN
"Who	WP
are	VBP
you,	PRP
and	CC
why	WRB
do	VBP
you	PRP
seek	VB
me?"	NN
"I	``
am	VBP
a	DT
Woodman,	NNP
and	CC
made	VBN
of	IN
tin.	NN
Therefore	RB
I	PRP
have	VBP
no	DT
heart,	NN
and	CC
cannot	MD
love.	VB
I	PRP
pray	VBP
you	PRP
to	TO
give	VB
me	PRP
a	DT
heart	NN
that	WDT
I	PRP
may	MD
be	VB
as	IN
other	JJ
men	NNS
are."	''
"Why	UH
should	MD
I	PRP
do	VB
this?"	''
demanded	VBD
the	DT
Beast.	NNP
"Because	IN
I	PRP
ask	VBP
it,	PRP
and	CC
you	PRP
alone	RB
can	MD
grant	VB
my	PRP$
request,"	NN
answered	VBN
the	DT
Woodman.	NNP
Oz	NNP
gave	VBD
a	DT
low	JJ
growl	NN
at	IN
this,	DT
but	CC
said,	VBD
gruffly,	NN
"If	``
you	PRP
indeed	RB
desire	VBP
a	DT
heart,	NN
you	PRP
must	MD
earn	VB
it."	PRP
"How?"	''
asked	VBD
the	DT
Woodman.	NNP
"Help	NNP
Dorothy	NNP
to	TO
kill	VB
the	DT
Wicked	NNP
Witch	NNP
of	IN
the	DT
West,"	NNP
replied	VBD
the	DT
Beast.	NNP
"When	WRB
the	DT
Witch	NNP
is	VBZ
dead,	JJ
come	VB
to	IN
me,	PRP
and	CC
I	PRP
will	MD
then	RB
give	VB
you	PRP
the	DT
biggest	JJS
and	CC
kindest	JJS
and	CC
most	RBS
loving	JJ
heart	NN
in	IN
all	PDT
the	DT
Land	NN
of	IN
Oz."	NNP
So	RB
the	DT
Tin	NNP
Woodman	NNP
was	VBD
forced	VBN
to	TO
return	VB
sorrowfully	RB
to	IN
his	PRP$
friends	NNS
and	CC
tell	VB
them	PRP
of	IN
the	DT
terrible	JJ
Beast	NNP
he	PRP
had	VBD
seen.	VBN
They	PRP
all	DT
wondered	VBD
greatly	RB
at	IN
the	DT
many	JJ
forms	NNS
the	DT
great	JJ
Wizard	NNP
could	MD
take	VB
upon	IN
himself,	PRP
and	CC
the	DT
Lion	NNP
said,	VBD
"If	``
he	PRP
is	VBZ
a	DT
beast	NN
when	WRB
I	PRP
go	VBP
to	TO
see	VB
him,	PRP
I	PRP
shall	MD
roar	VB
my	PRP$
loudest,	NN
and	CC
so	RB
frighten	VB
him	PRP
that	IN
he	PRP
will	MD
grant	VB
all	DT
I	PRP
ask.	.
And	CC
if	IN
he	PRP
is	VBZ
the	DT
lovely	JJ
lady,	NN
I	PRP
shall	MD
pretend	VB
to	TO
spring	VB
upon	IN
her,	PRP
and	CC
so	RB
compel	VB
her	PRP
to	TO
do	VB
my	PRP$
bidding.	NNS
And	CC
if	IN
he	PRP
is	VBZ
the	DT
great	JJ
Head,	NNP
he	PRP
will	MD
be	VB
at	IN
my	PRP$
mercy;	NN
for	IN
I	PRP
will	MD
roll	VB
this	DT
head	NN
all	RB
about	IN
the	DT
room	NN
until	IN
he	PRP
promises	VBZ
to	TO
give	VB
us	PRP
what	WP
we	PRP
desire.	VBP
So	RB
be	VB
of	IN
good	JJ
cheer	NN
my	PRP$
friends	NNS
for	IN
all	DT
will	MD
yet	RB
be	VB
well."	JJ
The	DT
next	JJ
morning	NN
the	DT
soldier	NN
with	IN
the	DT
green	JJ
whiskers	NNS
led	VBD
the	DT
Lion	NNP
to	IN
the	DT
great	JJ
Throne	NNP
Room	NNP
and	CC
bade	VBD
him	PRP
enter	VB
the	DT
presence	NN
of	IN
Oz.	NNP
The	DT
Lion	NNP
at	IN
once	RB
passed	VBD
through	IN
the	DT
door,	NN
and	CC
glancing	VBG
around	RB
saw,	,
to	IN
his	PRP$
surprise,	NN
that	IN
before	IN
the	DT
throne	NN
was	VBD
a	DT
Ball	NNP
of	IN
Fire,	NNP
so	RB
fierce	JJ
and	CC
glowing	JJ
he	PRP
could	MD
scarcely	RB
bear	VB
to	TO
gaze	VB
upon	IN
it.	.
His	PRP$
first	JJ
thought	NN
was	VBD
that	IN
Oz	NNP
had	VBD
by	IN
accident	NN
caught	VBN
on	IN
fire	NN
and	CC
was	VBD
burning	VBG
up;	:
but,	CC
when	WRB
he	PRP
tried	VBD
to	TO
go	VB
nearer,	RB
the	DT
heat	NN
was	VBD
so	RB
intense	JJ
that	IN
it	PRP
singed	VBD
his	PRP$
whiskers,	NN
and	CC
he	PRP
crept	VBD
back	RB
tremblingly	RB
to	IN
a	DT
spot	NN
nearer	IN
the	DT
door.	NN
Then	RB
a	DT
low,	JJ
quiet	JJ
voice	NN
came	VBD
from	IN
the	DT
Ball	NNP
of	IN
Fire,	NNP
and	CC
these	DT
were	VBD
the	DT
words	NNS
it	PRP
spoke:	VBD
"I	``
am	VBP
Oz,	NNP
the	DT
Great	JJ
and	CC
Terrible.	NNP
Who	WP
are	VBP
you,	PRP
and	CC
why	WRB
do	VBP
you	PRP
seek	VB
me?"	NN
And	CC
the	DT
Lion	NNP
answered,	VBD
"I	``
am	VBP
a	DT
Cowardly	NNP
Lion,	NNP
afraid	JJ
of	IN
everything.	NN
I	PRP
come	VBP
to	IN
you	PRP
to	TO
beg	VB
that	IN
you	PRP
give	VBP
me	PRP
courage,	NN
so	IN
that	IN
in	IN
reality	NN
I	PRP
may	MD
become	VB
the	DT
King	NN
of	IN
Beasts,	NNP
as	IN
men	NNS
call	VBP
me."	PRP
"Why	``
should	MD
I	PRP
give	VB
you	PRP
courage?"	NN
demanded	VBN
Oz.	NNP
"Because	IN
of	IN
all	DT
Wizards	NNPS
you	PRP
are	VBP
the	DT
greatest,	JJ
and	CC
alone	RB
have	VBP
power	NN
to	TO
grant	VB
my	PRP$
request,"	NN
answered	VBN
the	DT
Lion.	NNP
The	DT
Ball	NNP
of	IN
Fire	NNP
burned	VBD
fiercely	RB
for	IN
a	DT
time,	NN
and	CC
the	DT
voice	NN
said,	VBD
"Bring	``
me	PRP
proof	NN
that	IN
the	DT
Wicked	NNP
Witch	NNP
is	VBZ
dead,	JJ
and	CC
that	DT
moment	NN
I	PRP
will	MD
give	VB
you	PRP
courage.	NN
But	CC
so	RB
long	RB
as	IN
the	DT
Witch	NNP
lives	VBZ
you	PRP
must	MD
remain	VB
a	DT
coward."	NN
The	DT
Lion	NNP
was	VBD
angry	JJ
at	IN
this	DT
speech,	NN
but	CC
could	MD
say	VB
nothing	NN
in	IN
reply,	NN
and	CC
while	IN
he	PRP
stood	VBD
silently	RB
gazing	VBG
at	IN
the	DT
Ball	NNP
of	IN
Fire	NNP
it	PRP
became	VBD
so	RB
furiously	RB
hot	JJ
that	IN
he	PRP
turned	VBD
tail	NN
and	CC
rushed	VBD
from	IN
the	DT
room.	NN
He	PRP
was	VBD
glad	JJ
to	TO
find	VB
his	PRP$
friends	NNS
waiting	VBG
for	IN
him,	PRP
and	CC
told	VBD
them	PRP
of	IN
his	PRP$
terrible	JJ
interview	NN
with	IN
the	DT
Wizard.	NNP
"What	WP
shall	MD
we	PRP
do	VB
now?"	''
asked	VBD
Dorothy,	NNP
sadly.	RB
"There	``
is	VBZ
only	RB
one	CD
thing	NN
we	PRP
can	MD
do,"	VB
returned	VBN
the	DT
Lion,	NNP
"and	``
that	DT
is	VBZ
to	TO
go	VB
to	IN
the	DT
land	NN
of	IN
the	DT
Winkies,	NNP
seek	VB
out	RP
the	DT
Wicked	NNP
Witch,	NNP
and	CC
destroy	VB
her."	PRP
"But	``
suppose	VB
we	PRP
cannot?"	VBP
said	VBD
the	DT
girl.	NN
"Then	``
I	PRP
shall	MD
never	RB
have	VB
courage,"	NN
declared	VBN
the	DT
Lion.	NNP
"And	``
I	PRP
shall	MD
never	RB
have	VB
brains,"	NN
added	VBN
the	DT
Scarecrow.	NNP
"And	``
I	PRP
shall	MD
never	RB
have	VB
a	DT
heart,"	NN
spoke	VBD
the	DT
Tin	NNP
Woodman.	NNP
"And	``
I	PRP
shall	MD
never	RB
see	VB
Aunt	NNP
Em	NNP
and	CC
Uncle	NNP
Henry,"	NNP
said	VBD
Dorothy,	NNP
beginning	VBG
to	TO
cry.	VB
"Be	``
careful!"	''
cried	VBD
the	DT
green	JJ
girl,	NN
"the	``
tears	NNS
will	MD
fall	VB
on	IN
your	PRP$
green	JJ
silk	NN
gown,	NN
and	CC
spot	VB
it."	PRP
So	RB
Dorothy	NNP
dried	VBD
her	PRP$
eyes	NNS
and	CC
said,	VBD
"I	``
suppose	VB
we	PRP
must	MD
try	VB
it;	:
but	CC
I	PRP
am	VBP
sure	JJ
I	PRP
do	VBP
not	RB
want	VB
to	TO
kill	VB
anybody,	RB
even	RB
to	TO
see	VB
Aunt	NNP
Em	NNP
again."	''
"I	``
will	MD
go	VB
with	IN
you;	PRP
but	CC
I'm	NNP
too	RB
much	JJ
of	IN
a	DT
coward	NN
to	TO
kill	VB
the	DT
Witch,"	NNP
said	VBD
the	DT
Lion.	NNP
"I	``
will	MD
go	VB
too,"	RB
declared	VBD
the	DT
Scarecrow;	NNP
"but	``
I	PRP
shall	MD
not	RB
be	VB
of	IN
much	JJ
help	NN
to	IN
you,	PRP
I	PRP
am	VBP
such	PDT
a	DT
fool."	NN
"I	``
haven't	VB
the	DT
heart	NN
to	TO
harm	VB
even	RB
a	DT
Witch,"	NNP
remarked	VBD
the	DT
Tin	NNP
Woodman;	NNP
"but	``
if	IN
you	PRP
go	VBP
I	PRP
certainly	RB
shall	MD
go	VB
with	IN
you."	PRP
Therefore	RB
it	PRP
was	VBD
decided	VBN
to	TO
start	VB
upon	IN
their	PRP$
journey	NN
the	DT
next	JJ
morning,	NN
and	CC
the	DT
Woodman	NNP
sharpened	VBD
his	PRP$
axe	NN
on	IN
a	DT
green	JJ
grindstone	NN
and	CC
had	VBD
all	PDT
his	PRP$
joints	NNS
properly	RB
oiled.	VBN
The	DT
Scarecrow	NNP
stuffed	VBD
himself	PRP
with	IN
fresh	JJ
straw	NN
and	CC
Dorothy	NNP
put	VBD
new	JJ
paint	NN
on	IN
his	PRP$
eyes	NNS
that	WDT
he	PRP
might	MD
see	VB
better.	RBR
The	DT
green	JJ
girl,	NN
who	WP
was	VBD
very	RB
kind	JJ
to	IN
them,	NN
filled	VBD
Dorothy's	NNP
basket	NN
with	IN
good	JJ
things	NNS
to	TO
eat,	VB
and	CC
fastened	VBD
a	DT
little	JJ
bell	NN
around	IN
Toto's	NNP
neck	NN
with	IN
a	DT
green	JJ
ribbon.	NN
They	PRP
went	VBD
to	IN
bed	NN
quite	RB
early	RB
and	CC
slept	VBD
soundly	RB
until	IN
daylight,	RB
when	WRB
they	PRP
were	VBD
awakened	VBN
by	IN
the	DT
crowing	NN
of	IN
a	DT
green	JJ
cock	NN
that	WDT
lived	VBD
in	IN
the	DT
back	NN
yard	NN
of	IN
the	DT
palace,	NN
and	CC
the	DT
cackling	NN
of	IN
a	DT
hen	NN
that	WDT
had	VBD
laid	VBN
a	DT
green	JJ
egg.	NN
[Illustration:	:
"_The	``
Soldier	NN
with	IN
the	DT
green	JJ
whiskers	NNS
led	VBD
them	PRP
through	IN
the	DT
streets._"]	NFP
Chapter	NNP
XII.	NNP
The	DT
soldier	NN
with	IN
the	DT
green	JJ
whiskers	NNS
led	VBD
them	PRP
through	IN
the	DT
streets	NNS
of	IN
the	DT
Emerald	NNP
City	NNP
until	IN
they	PRP
reached	VBD
the	DT
room	NN
where	WRB
the	DT
Guardian	NNP
of	IN
the	DT
Gates	NNP
lived.	VBD
This	DT
officer	NN
unlocked	VBD
their	PRP$
spectacles	NNS
to	TO
put	VB
them	PRP
back	RB
in	IN
his	PRP$
great	JJ
box,	NN
and	CC
then	RB
he	PRP
politely	RB
opened	VBD
the	DT
gate	NN
for	IN
our	PRP$
friends.	NN
"Which	WDT
road	NN
leads	VBZ
to	IN
the	DT
Wicked	NNP
Witch	NNP
of	IN
the	DT
West?"	NNP
asked	VBD
Dorothy.	NNP
"There	``
is	VBZ
no	DT
road,"	NN
answered	VBN
the	DT
Guardian	NNP
of	IN
the	DT
Gates;	NNP
"no	``
one	PRP
ever	RB
wishes	VBZ
to	TO
go	VB
that	DT
way."	NN
"How,	``
then,	RB
are	VBP
we	PRP
to	TO
find	VB
her?"	VBN
enquired	VBD
the	DT
girl.	NN
"That	``
will	MD
be	VB
easy,"	JJ
replied	VBD
the	DT
man;	NN
"for	''
when	WRB
she	PRP
knows	VBZ
you	PRP
are	VBP
in	IN
the	DT
Country	NNP
of	IN
the	DT
Winkies	NNPS
she	PRP
will	MD
find	VB
you,	PRP
and	CC
make	VB
you	PRP
all	PDT
her	PRP$
slaves."	NN
"Perhaps	RB
not,"	NN
said	VBD
the	DT
Scarecrow,	NNP
"for	''
we	PRP
mean	VBP
to	TO
destroy	VB
her."	PRP
"Oh,	``
that	DT
is	VBZ
different,"	JJ
said	VBD
the	DT
Guardian	NNP
of	IN
the	DT
Gates.	NNP
"No	``
one	NN
has	VBZ
ever	RB
destroyed	VBN
her	PRP
before,	RB
so	RB
I	PRP
naturally	RB
thought	VBD
she	PRP
would	MD
make	VB
slaves	NNS
of	IN
you,	PRP
as	IN
she	PRP
has	VBZ
of	IN
all	PDT
the	DT
rest.	NN
But	CC
take	VB
care;	NN
for	IN
she	PRP
is	VBZ
wicked	JJ
and	CC
fierce,	JJ
and	CC
may	MD
not	RB
allow	VB
you	PRP
to	TO
destroy	VB
her.	NNP
Keep	VB
to	IN
the	DT
West,	NNP
where	WRB
the	DT
sun	NN
sets,	VBD
and	CC
you	PRP
cannot	MD
fail	VB
to	TO
find	VB
her."	PRP
They	PRP
thanked	VBD
him	PRP
and	CC
bade	VBD
him	PRP
good-bye,	RB
and	CC
turned	VBD
toward	IN
the	DT
West,	NNP
walking	VBG
over	IN
fields	NNS
of	IN
soft	JJ
grass	NN
dotted	VBN
here	RB
and	CC
there	RB
with	IN
daisies	NNS
and	CC
buttercups.	NNS
Dorothy	NNP
still	RB
wore	VBD
the	DT
pretty	JJ
silk	NN
dress	NN
she	PRP
had	VBD
put	VBN
on	RP
in	IN
the	DT
palace,	NN
but	CC
now,	RB
to	IN
her	PRP$
surprise,	NN
she	PRP
found	VBD
it	PRP
was	VBD
no	RB
longer	RBR
green,	JJ
but	CC
pure	JJ
white.	NN
The	DT
ribbon	NN
around	IN
Toto's	NNP
neck	NN
had	VBD
also	RB
lost	VBN
its	PRP$
green	JJ
color	NN
and	CC
was	VBD
as	RB
white	JJ
as	IN
Dorothy's	NNP
dress.	NN
The	DT
Emerald	NNP
City	NNP
was	VBD
soon	RB
left	VBN
far	RB
behind.	RB
As	IN
they	PRP
advanced	VBD
the	DT
ground	NN
became	VBD
rougher	JJR
and	CC
hillier,	JJR
for	IN
there	EX
were	VBD
no	DT
farms	NNS
nor	CC
houses	NNS
in	IN
this	DT
country	NN
of	IN
the	DT
West,	NNP
and	CC
the	DT
ground	NN
was	VBD
untilled.	JJ
In	IN
the	DT
afternoon	NN
the	DT
sun	NN
shone	VBD
hot	JJ
in	IN
their	PRP$
faces,	NN
for	IN
there	EX
were	VBD
no	DT
trees	NNS
to	TO
offer	VB
them	PRP
shade;	NN
so	IN
that	IN
before	IN
night	NN
Dorothy	NNP
and	CC
Toto	NNP
and	CC
the	DT
Lion	NNP
were	VBD
tired,	JJ
and	CC
lay	VBD
down	RP
upon	IN
the	DT
grass	NN
and	CC
fell	VBD
asleep,	RB
with	IN
the	DT
Woodman	NNP
and	CC
the	DT
Scarecrow	NNP
keeping	VBG
watch.	NN
Now	UH
the	DT
Wicked	NNP
Witch	NNP
of	IN
the	DT
West	NNP
had	VBD
but	CC
one	CD
eye,	NN
yet	RB
that	DT
was	VBD
as	RB
powerful	JJ
as	IN
a	DT
telescope,	NN
and	CC
could	MD
see	VB
everywhere.	.
So,	NNP
as	IN
she	PRP
sat	VBD
in	IN
the	DT
door	NN
of	IN
her	PRP$
castle,	NN
she	PRP
happened	VBD
to	TO
look	VB
around	RB
and	CC
saw	VBD
Dorothy	NNP
lying	VBG
asleep,	RB
with	IN
her	PRP$
friends	NNS
all	RB
about	IN
her.	NNP
They	PRP
were	VBD
a	DT
long	JJ
distance	NN
off,	RB
but	CC
the	DT
Wicked	NNP
Witch	NNP
was	VBD
angry	JJ
to	TO
find	VB
them	PRP
in	IN
her	PRP$
country;	NN
so	RB
she	PRP
blew	VBD
upon	IN
a	DT
silver	JJ
whistle	NN
that	WDT
hung	VBD
around	IN
her	PRP$
neck.	NN
At	IN
once	RB
there	RB
came	VBD
running	VBG
to	IN
her	PRP
from	IN
all	DT
directions	NNS
a	DT
pack	NN
of	IN
great	JJ
wolves.	NNS
They	PRP
had	VBD
long	JJ
legs	NNS
and	CC
fierce	JJ
eyes	NNS
and	CC
sharp	JJ
teeth.	NNS
"Go	``
to	IN
those	DT
people,"	NNS
said	VBD
the	DT
Witch,	NNP
"and	``
tear	VB
them	PRP
to	IN
pieces."	NN
"Are	``
you	PRP
not	RB
going	VBG
to	TO
make	VB
them	PRP
your	PRP$
slaves?"	JJ
asked	VBD
the	DT
leader	NN
of	IN
the	DT
wolves.	XX
"No,"	``
she	PRP
answered,	VBD
"one	''
is	VBZ
of	IN
tin,	NN
and	CC
one	CD
of	IN
straw;	NN
one	CD
is	VBZ
a	DT
girl	NN
and	CC
another	DT
a	DT
Lion.	NNP
None	NN
of	IN
them	PRP
is	VBZ
fit	JJ
to	TO
work,	VB
so	RB
you	PRP
may	MD
tear	VB
them	PRP
into	IN
small	JJ
pieces."	NN
"Very	JJ
well,"	NN
said	VBD
the	DT
wolf,	NN
and	CC
he	PRP
dashed	VBD
away	RB
at	IN
full	JJ
speed,	NN
followed	VBN
by	IN
the	DT
others.	JJ
It	PRP
was	VBD
lucky	JJ
the	DT
Scarecrow	NNP
and	CC
the	DT
Woodman	NNP
were	VBD
wide	RB
awake	JJ
and	CC
heard	VBD
the	DT
wolves	NNS
coming.	VB
"This	``
is	VBZ
my	PRP$
fight,"	NN
said	VBD
the	DT
Woodman;	NNP
"so	''
get	VB
behind	IN
me	PRP
and	CC
I	PRP
will	MD
meet	VB
them	PRP
as	IN
they	PRP
come."	VBP
He	PRP
seized	VBD
his	PRP$
axe,	NN
which	WDT
he	PRP
had	VBD
made	VBN
very	RB
sharp,	JJ
and	CC
as	IN
the	DT
leader	NN
of	IN
the	DT
wolves	NNS
came	VBD
on	IN
the	DT
Tin	NNP
Woodman	NNP
swung	VBD
his	PRP$
arm	NN
and	CC
chopped	VBD
the	DT
wolf's	NNS
head	NN
from	IN
its	PRP$
body,	NN
so	IN
that	IN
